,tweet,hashtags,class,label
4693,chapeau new allafacciadelc exitpoll referendum,"['EXITPOLL', 'Referendum2020']",,1.0
4694,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4695,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4696,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4697,b account withhold india response legal demand learn,[],,1.0
4698,b account withhold india response legal demand learn,[],,1.0
4699,chapeau new allafacciadelc exitpoll referendum,"['EXITPOLL', 'Referendum2020']",,1.0
4700,,"['referendum', 'TWPlive', 'referendum2020', 'voto2020']",,1.0
4701,pathetic annoy see khalistan register vote poster canada label referendum act,"['Canada', 'Referendum2020']",,1.0
4702,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4703,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4704,put jail observe religious duty sfj referendum history make become part,"['SFJ', 'Referendum2020']",,1.0
4705,great terry fox pathetic conclude no support khalistan khalistan solution ag,"['TerryFox', 'Khalistan']",,1.0
4706,b account withhold india response legal demand learn,[],,1.0
4707,b account withhold india response legal demand learn,[],,1.0
4708,ansia elezioni maratonamentana referendum,"['elezioni', 'maratonamentana', 'Referendum2020']",,1.0
4709,che ansia maratonamentana referendum regionali,"['maratonamentana', 'Referendum2020', 'regionali']",,1.0
4710,ridiculous tire see khalistan register vote poster canada label referendum,"['Khalistan', 'Register2Vote2020', 'Canada', 'Referendum2020']",,1.0
4711,ridiculous tire see khalistan register vote poster canada label referendum,"['Khalistan', 'Register2Vote2020', 'Canada', 'Referendum2020']",,1.0
4712,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4713,b account withhold india response legal demand learn,[],,1.0
4714,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4715,b account withhold india response legal demand learn,[],,1.0
4716,b account withhold india response legal demand learn,[],,1.0
4717,b account withhold india response legal demand learn,[],,1.0
4718,,"['referendum', 'TWPlive', 'referendum2020', 'Voto2020']",,1.0
4719,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4720,,"['referendum', 'TWPlive', 'referendum2020', 'Voto2020']",,1.0
4721,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4722,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4723,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4724,che ansia maratonamentana referendum regionali,"['maratonamentana', 'Referendum2020', 'regionali']",,1.0
4725,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4726,ansia elezioni maratonamentana referendum,"['elezioni', 'maratonamentana', 'Referendum2020']",,1.0
4727,che ansia maratonamentana referendum regionali,"['maratonamentana', 'Referendum2020', 'regionali']",,1.0
4728,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4729,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4730,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4731,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4732,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4733,b account withhold india response legal demand learn,[],,1.0
4734,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4735,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4736,b account withhold india response legal demand learn,[],,1.0
4737,b account withhold india response legal demand learn,[],,1.0
4738,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4739,pathetic annoy see khalistan register vote poster canada label referendum,"['Canada', 'Referendum2020']",,1.0
4740,,['Referendum2020'],,1.0
4741,b almost exit poll time referendum,"['ExitPolls', 'Referendum2020']",,1.0
4742,sikh aware pakistan,"['Sikhs', 'Pakistan', 'Referendum2020', 'PakistanSFJPater']",,1.0
4743,ansia elezioni regionali referendum,"['ElezioniRegionali2020', 'Referendum2020']",,1.0
4744,sikh aware pakistan,"['Sikhs', 'Pakistan', 'Referendum2020']",,1.0
4745,,[],,1.0
4746,get ready lose side yet io voto no referendum,"['IoVotoNO', 'Referendum2020']",,1.0
4747,andate votare referendum,['Referendum2020'],,1.0
4748,stop outsource thats right thats already happen why need part sovereign wealth,[],,1.0
4749,b stop outsource thats right thats already happen why need part sovereign wealth w,[],,1.0
4750,trieste dual citizenship holder still vote today monday sept italian referendum votare referendum,"['Trieste', 'Monday', 'Sept212020', 'votare', 'Referendum2020']",,1.0
4751,million italian call vote sunday monday constitutional referendum cut numb,[],,1.0
4752,hero one day referendum unit iperil no votano,"['Referendum2020', 'UNITIperilNO', 'votaNO']",,1.0
4753,explainer italian referendum weekend feature referendum costituzionale,['ReferendumCostituzionale'],,1.0
4754,sikh r suffer pakistan amp isi busy support khalistan what double standard assume noone know ul,"['Pakistan', 'ISI', 'Khalistan']",,1.0
4755,b please enjoy piece italy referendum costituzionale referendum iovotono referendum,"['ReferendumCostituzionale', 'Referendum2020_iovotoNO', 'Referendum2020']",,1.0
4756,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4757,b italian referendum here view referendum,"['Italian', 'Referendum2020', 'ReferendumCostituzionale', 'Referendum']",,1.0
4758,b italian referendum here view referendum,"['Italian', 'Referendum2020', 'ReferendumCostituzionale', 'Referendum']",,1.0
4759,britain let people go britain let people go britain let people go stop blo,[],,1.0
4760,b account withhold india response legal demand learn,[],,1.0
4761,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4762,b account withhold india response legal demand learn,[],,1.0
4763,b account withhold india response legal demand learn,[],,1.0
4764,great terry fox pathetic annoy khalistan referendum poster surrey q why terry no,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4765,pathetic label khalistan referendum q why terry not annoy sikh genocide cause,"['Khalistan', 'Referendum2020', '1984SikhGenocide']",,1.0
4766,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4767,great terry fox pathetic annoy khalistan referendum poster surrey,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4768,great terry fox conclude no support khalistan referendum sfj fail perso,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4769,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4770,b account withhold india response legal demand learn,[],,1.0
4771,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4772,b account withhold india response legal demand learn,[],,1.0
4773,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4774,b account withhold india response legal demand learn,[],,1.0
4775,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4776,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4777,b account withhold india response legal demand learn,[],,1.0
4778,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4779,b account withhold india response legal demand learn,[],,1.0
4780,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4781,canada khalistan khalistan great terry fox pathetic conclude no support khalistan,"['Canada4Khalistan', 'Khalistan', 'TerryFox', 'Khalistan']",,1.0
4782,b account withhold india response legal demand learn,[],,1.0
4783,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4784,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4785,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4786,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4787,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4788,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4789,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4790,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4791,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4792,pathetic label khalistan referendum sfj act,"['Khalistan', 'Referendum2020', 'SFJ']",,1.0
4793,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4794,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4795,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4796,b account withhold india response legal demand learn,[],,1.0
4797,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4798,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4799,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4800,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4801,great terry fox pathetic label khalistan referendum sfj act,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4802,b account withhold india response legal demand learn,[],,1.0
4803,great terry fox pathetic conclude no support khalistan referendum sfj f,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4804,b account withhold india response legal demand learn,[],,1.0
4805,b account withhold india response legal demand learn,[],,1.0
4806,b account withhold india response legal demand learn,[],,1.0
4807,great terry fox pathetic conclude no support khalistan referendum sfj fail per,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4808,great terry fox pathetic annoy khalistan referendum poster surrey q why terry yo,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4809,great terry fox pathetic conclude no support khalistan referendum sfj fail pe,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4810,b account withhold india response legal demand learn,[],,1.0
4811,great terry fox pathetic annoy khalistan referendum poster surrey q why terry yo,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4812,great terry fox pathetic conclude no support khalistan referendum sfj fail pe,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4813,great terry fox pathetic conclude no support khalistan referendum sfj fail,"['TerryFox', 'Khalistan', 'Referendum2020', 'SFJ']",,1.0
4814,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4815,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
4816,great terry fox pathetic annoy khalistan referendum poster surrey q why terry,"['TerryFox', 'Khalistan', 'Referendum2020']",,1.0
